Race Starting: MINE | Material: NETHERRACK | Amount: 16
Game Ending: REACTION | Has Winner: true | Winners: ItzDavidVZLA_(Time: 7.39s) | Answer: Note Block
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Christmas Lights, Jingle Bells, Reindeer
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Christmas Lights, Jingle Bells, Reindeer
Race Starting: FISH | Material: PUFFERFISH | Amount: 1
Race Starting: CRAFT | Material: CHEST | Amount: 2
Race Starting: FISH | Material: COD | Amount: 1
Race Starting: FURNACE | Material: GOLD_INGOT | Amount: 9
Race Starting: FISH | Material: BOWL | Amount: 1
Race Starting: FISH | Material: BOWL | Amount: 1
Race Starting: FISH | Material: PUFFERFISH | Amount: 1
Race Starting: PLACE | Material: COBBLESTONE | Amount: 16
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 6
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 6
Race Starting: CRAFT | Material: FURNACE | Amount: 2
Game Starting: RANDOM | Has Answer: true | Answer: zgYdGtB
Game Ending: RANDOM | Has Winner: false | Answer: zgYdGtB
Race Starting: PLACE | Material: DIRT | Amount: 16
Race Starting: CRAFT | Material: CHEST | Amount: 4
Game Starting: HOVERABLE | Has Answer: true | Answer: Cow
Game Ending: HOVERABLE | Has Winner: false | Answer: Cow
Game Starting: RANDOM | Has Answer: true | Answer: dnHeiMKI
Game Ending: RANDOM | Has Winner: false | Answer: dnHeiMKI
Race Starting: EAT | Material: COOKED_BEEF | Amount: 2
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Ribbon, Snow Globe, Hot Cocoa
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Ribbon, Snow Globe, Hot Cocoa
Race Starting: FISH | Material: SALMON | Amount: 3
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 11
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 11
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Crying Obsidian
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Crying Obsidian
Game Starting: VARIABLE | Has Answer: true | Answer: 50
Game Ending: VARIABLE | Has Winner: false | Answer: 50
Game Starting: CLICKABLE | Has Answer: true | Answer: DSo97ISSpHk0
Game Ending: CLICKABLE | Has Winner: false | Answer: DSo97ISSpHk0
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 2
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 2
Race Starting: FISH | Material: PUFFERFISH | Amount: 1
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 16
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 16
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Christmas Cookies, Gingerbread Man, Nutcracker
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Christmas Cookies, Gingerbread Man, Nutcracker
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 19
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 19
Race Starting: HUNT | Entity: CHICKEN | Amount: 5
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 32
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Mistletoe, Santa Hat, Stocking
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Mistletoe, Santa Hat, Stocking
Game Starting: HOVERABLE | Has Answer: true | Answer: Potion
Game Ending: HOVERABLE | Has Winner: false | Answer: Potion
Game Starting: HOVERABLE | Has Answer: true | Answer: Lodestone
Game Ending: HOVERABLE | Has Winner: false | Answer: Lodestone
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 7
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 7
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Trident
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Trident
Game Starting: FILLOUT | Has Answer: true | Answer: Enderman
Game Ending: FILLOUT | Has Winner: false | Answer: Enderman
Game Starting: FILLOUT | Has Answer: true | Answer: Mushroom
Game Ending: FILLOUT | Has Winner: false | Answer: Mushroom
Race Starting: CRAFT | Material: CHEST | Amount: 8
Game Starting: HOVERABLE | Has Answer: true | Answer: Quartz
Game Ending: HOVERABLE | Has Winner: false | Answer: Quartz
Game Starting: FILLOUT | Has Answer: true | Answer: Sculk
Game Ending: FILLOUT | Has Winner: false | Answer: Sculk
Race Starting: HUNT | Entity: SALMON | Amount: 3
Race Starting: FISH | Material: PUFFERFISH | Amount: 3
Game Starting: VARIABLE | Has Answer: true | Answer: 29
Game Ending: VARIABLE | Has Winner: false | Answer: 29
Game Starting: RANDOM | Has Answer: true | Answer: Ko5YRzX
Game Ending: RANDOM | Has Winner: false | Answer: Ko5YRzX
Race Starting: EAT | Material: COOKED_BEEF | Amount: 2
Game Starting: FILLOUT | Has Answer: true | Answer: Shovel
Game Ending: FILLOUT | Has Winner: true | Winners: ItzDavidVZLA_(Time: 5.97s) | Answer: Shovel
Game Starting: FILLOUT | Has Answer: true | Answer: Campfire
Game Ending: FILLOUT | Has Winner: false | Answer: Campfire
Race Starting: MINE | Material: DIORITE | Amount: 32
Game Starting: TRIVIA | Has Answer: true | Answer: •64
Game Ending: TRIVIA | Has Winner: false | Answer: •64
Game Starting: FILLOUT | Has Answer: true | Answer: Dropper
Game Ending: FILLOUT | Has Winner: false | Answer: Dropper
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Nether
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Nether
Game Starting: CLICKABLE | Has Answer: true | Answer: HPzi9mBHUMYg
Game Ending: CLICKABLE | Has Winner: false | Answer: HPzi9mBHUMYg
Race Starting: EAT | Material: BAKED_POTATO | Amount: 2
Race Starting: EAT | Material: COOKED_BEEF | Amount: 2
Race Starting: MINE | Material: STONE | Amount: 16
Race Starting: PLACE | Material: NETHERRACK | Amount: 32
Game Starting: UNREVERSE | Has Answer: true | Answer: Trident
Game Ending: UNREVERSE | Has Winner: false | Answer: Trident
Game Starting: RANDOM | Has Answer: true | Answer: cV8zPzes
Game Ending: RANDOM | Has Winner: true | Winners: ItzDavidVZLA_(Time: 9.07s) | Answer: cV8zPzes
Game Starting: UNREVERSE | Has Answer: true | Answer: Arrow
Game Ending: UNREVERSE | Has Winner: false | Answer: Arrow
Race Starting: FISH | Material: PUFFERFISH | Amount: 1
Game Starting: REACTION | Has Answer: true | Answer: Mending
Game Ending: REACTION | Has Winner: false | Answer: Mending
Race Starting: PLACE | Material: NETHERRACK | Amount: 16
Game Starting: REACTION | Has Answer: true | Answer: Observer
Game Ending: REACTION | Has Winner: false | Answer: Observer
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither Rose
Game Ending: TRIVIA | Has Winner: false | Answer: •Wither Rose
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 7
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 7
Race Starting: MINE | Material: NETHERRACK | Amount: 32
Game Starting: CLICKABLE | Has Answer: true | Answer: YW0dsF7ritIq
Game Ending: CLICKABLE | Has Winner: false | Answer: YW0dsF7ritIq
Game Starting: UNREVERSE | Has Answer: true | Answer: Clock
Game Ending: UNREVERSE | Has Winner: false | Answer: Clock
Game Starting: CLICKABLE | Has Answer: true | Answer: cOWAOUHmI0DP
Game Ending: CLICKABLE | Has Winner: false | Answer: cOWAOUHmI0DP
Game Starting: FILLOUT | Has Answer: true | Answer: Compass
Game Ending: FILLOUT | Has Winner: false | Answer: Compass
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Christmas Tree, Reindeer, Nutcracker
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Christmas Tree, Reindeer, Nutcracker
Race Starting: PLACE | Material: NETHERRACK | Amount: 32
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Copper
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Copper
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 9
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 9
Race Starting: FISH | Material: SALMON | Amount: 1
Race Starting: MINE | Material: DIORITE | Amount: 16
Race Starting: FISH | Material: PUFFERFISH | Amount: 3
Race Starting: CRAFT | Material: CHEST | Amount: 2
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Chorus
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Chorus
Game Starting: TRIVIA | Has Answer: true | Answer: •Charcoal
Game Ending: TRIVIA | Has Winner: false | Answer: •Charcoal
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival
Game Ending: TRIVIA | Has Winner: false | Answer: •Survival
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Candy Cane, Wreath, Snow Globe
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Candy Cane, Wreath, Snow Globe
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 14
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 14
Game Starting: HOVERABLE | Has Answer: true | Answer: Crossbow
Game Ending: HOVERABLE | Has Winner: false | Answer: Crossbow
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Nether
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Nether
Game Starting: RANDOM | Has Answer: true | Answer: jphHIZr
Game Ending: RANDOM | Has Winner: false | Answer: jphHIZr
Game Starting: RANDOM | Has Answer: true | Answer: JNO8b3U9
Game Ending: RANDOM | Has Winner: false | Answer: JNO8b3U9
Race Starting: CRAFT | Material: FURNACE | Amount: 4
Game Starting: CLICKABLE | Has Answer: true | Answer: IhN0Jnbhqfbr
Game Ending: CLICKABLE | Has Winner: false | Answer: IhN0Jnbhqfbr
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 4
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Gingerbread Man, Ribbon, Wreath
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Gingerbread Man, Ribbon, Wreath
Game Starting: RANDOM | Has Answer: true | Answer: 0aUm2e
Game Ending: RANDOM | Has Winner: false | Answer: 0aUm2e
Game Starting: FILLOUT | Has Answer: true | Answer: Elytra
Game Ending: FILLOUT | Has Winner: false | Answer: Elytra
Game Starting: MATH | Has Answer: true | Answer: 115
Game Ending: MATH | Has Winner: false | Answer: 115
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Villager
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Villager
Game Starting: MATH | Has Answer: true | Answer: 1323
Game Ending: MATH | Has Winner: false | Answer: 1323
Game Starting: RANDOM | Has Answer: true | Answer: PI0nB3E3
Game Ending: RANDOM | Has Winner: false | Answer: PI0nB3E3
Race Starting: CRAFT | Material: CHEST | Amount: 2
Race Starting: FURNACE | Material: IRON_INGOT | Amount: 3
Game Starting: REACTION | Has Answer: true | Answer: Shears
Game Ending: REACTION | Has Winner: false | Answer: Shears
Race Starting: PLACE | Material: NETHERRACK | Amount: 32
Game Starting: CLICKABLE | Has Answer: true | Answer: 9an6bwsuTcZX
Game Ending: CLICKABLE | Has Winner: false | Answer: 9an6bwsuTcZX
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Candy Cane, Santa Hat, Ornaments
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Candy Cane, Santa Hat, Ornaments
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 15
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 15
Game Starting: FILLOUT | Has Answer: true | Answer: Hopper
Game Ending: FILLOUT | Has Winner: true | Winners: ItzDavidVZLA_(Time: 3.92s) | Answer: Hopper
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Tinsel, Ornaments, Gingerbread Man
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Tinsel, Ornaments, Gingerbread Man
Race Starting: CRAFT | Material: FURNACE | Amount: 8
Game Starting: HOVERABLE | Has Answer: true | Answer: Piston
Game Ending: HOVERABLE | Has Winner: false | Answer: Piston
Race Starting: MINE | Material: DIRT | Amount: 16
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 18
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 18
Game Starting: MATH | Has Answer: true | Answer: 107
Game Ending: MATH | Has Winner: false | Answer: 107
Game Starting: MATH | Has Answer: true | Answer: 52
Game Ending: MATH | Has Winner: false | Answer: 52
Game Starting: FILLOUT | Has Answer: true | Answer: Lever
Game Ending: FILLOUT | Has Winner: false | Answer: Lever
Game Starting: TRIVIA | Has Answer: true | Answer: •Bone
Game Ending: TRIVIA | Has Winner: false | Answer: •Bone
Game Starting: CLICKABLE | Has Answer: true | Answer: rbg3YP5ODnZQ
Game Ending: CLICKABLE | Has Winner: false | Answer: rbg3YP5ODnZQ
Game Starting: HOVERABLE | Has Answer: true | Answer: Blaze Rod
Game Ending: HOVERABLE | Has Winner: false | Answer: Blaze Rod
Game Starting: TRIVIA | Has Answer: true | Answer: •Lapis•xp
Game Ending: TRIVIA | Has Winner: false | Answer: •Lapis•xp
Game Starting: FILLOUT | Has Answer: true | Answer: Spyglass
Game Ending: FILLOUT | Has Winner: false | Answer: Spyglass
Game Starting: MATH | Has Answer: true | Answer: 54
Game Ending: MATH | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.37s) | Answer: 54
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Poinsettia, Sleigh, Tinsel
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Poinsettia, Sleigh, Tinsel
Game Starting: UNREVERSE | Has Answer: true | Answer: Lodestone
Game Ending: UNREVERSE | Has Winner: false | Answer: Lodestone
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 4
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 4
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Moss
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Moss
Game Starting: HOVERABLE | Has Answer: true | Answer: Copper
Game Ending: HOVERABLE | Has Winner: false | Answer: Copper
Game Starting: TRIVIA | Has Answer: true | Answer: •1.17
Game Ending: TRIVIA | Has Winner: false | Answer: •1.17
Game Starting: TRIVIA | Has Answer: true | Answer: •Creative
Game Ending: TRIVIA | Has Winner: false | Answer: •Creative
Race Starting: PLACE | Material: SAND | Amount: 16
Game Starting: REACTION | Has Answer: true | Answer: Tadpole
Game Ending: REACTION | Has Winner: false | Answer: Tadpole
Race Starting: FISH | Material: SALMON | Amount: 3
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: End Portal
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: End Portal
Game Starting: REACTION | Has Answer: true | Answer: Terracotta
Game Ending: REACTION | Has Winner: false | Answer: Terracotta
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Creeper
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Creeper
Game Starting: REACTION | Has Answer: true | Answer: Sculk
Game Ending: REACTION | Has Winner: false | Answer: Sculk
Race Starting: FURNACE | Material: IRON_INGOT | Amount: 9
Game Starting: VARIABLE | Has Answer: true | Answer: 37
Game Ending: VARIABLE | Has Winner: false | Answer: 37
Game Starting: REACTION | Has Answer: true | Answer: Pickaxe
Game Ending: REACTION | Has Winner: false | Answer: Pickaxe
Game Starting: MATH | Has Answer: true | Answer: 145
Game Ending: MATH | Has Winner: false | Answer: 145
Game Starting: TRIVIA | Has Answer: true | Answer: •Adventure
Game Ending: TRIVIA | Has Winner: false | Answer: •Adventure
Game Starting: RANDOM | Has Answer: true | Answer: bLhrN4
Game Ending: RANDOM | Has Winner: false | Answer: bLhrN4
Game Starting: HOVERABLE | Has Answer: true | Answer: Sapling
Game Ending: HOVERABLE | Has Winner: false | Answer: Sapling
Game Starting: REACTION | Has Answer: true | Answer: Villager
Game Ending: REACTION | Has Winner: false | Answer: Villager
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Hot Cocoa, Christmas Lights, Stocking
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Hot Cocoa, Christmas Lights, Stocking
Game Starting: VARIABLE | Has Answer: true | Answer: 53
Game Ending: VARIABLE | Has Winner: false | Answer: 53
Game Starting: VARIABLE | Has Answer: true | Answer: 32
Game Ending: VARIABLE | Has Winner: false | Answer: 32
Race Starting: EAT | Material: BAKED_POTATO | Amount: 2
Game Starting: RANDOM | Has Answer: true | Answer: Sm9Q7pcW
Game Ending: RANDOM | Has Winner: false | Answer: Sm9Q7pcW
Game Starting: MATH | Has Answer: true | Answer: 145
Game Ending: MATH | Has Winner: false | Answer: 145
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Quartz
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Quartz
Race Starting: EAT | Material: COOKED_CHICKEN | Amount: 1
Game Starting: CLICKABLE | Has Answer: true | Answer: SB1EobyZzwzg
Game Ending: CLICKABLE | Has Winner: false | Answer: SB1EobyZzwzg
Race Starting: FURNACE | Material: COOKED_BEEF | Amount: 9
Game Starting: CLICKABLE | Has Answer: true | Answer: Lt337nyscGDw
Game Ending: CLICKABLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 6.57s) | Answer: Lt337nyscGDw
Game Starting: FILLOUT | Has Answer: true | Answer: Beacon
Game Ending: FILLOUT | Has Winner: false | Answer: Beacon
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 16
Game Starting: MATH | Has Answer: true | Answer: 119
Game Ending: MATH | Has Winner: false | Answer: 119
Race Starting: FISH | Material: COD | Amount: 1
Race Starting: HUNT | Entity: CREEPER | Amount: 3
Game Starting: FILLOUT | Has Answer: true | Answer: End Portal
Game Ending: FILLOUT | Has Winner: false | Answer: End Portal
Race Starting: EAT | Material: COOKED_BEEF | Amount: 1
Race Starting: MINE | Material: STONE | Amount: 32
Race Starting: EAT | Material: BAKED_POTATO | Amount: 1
Game Starting: FILLOUT | Has Answer: true | Answer: Enderman
Game Ending: FILLOUT | Has Winner: false | Answer: Enderman
Race Starting: EAT | Material: BAKED_POTATO | Amount: 2
Race Starting: FURNACE | Material: IRON_INGOT | Amount: 6
Game Starting: HOVERABLE | Has Answer: true | Answer: Leather
Game Ending: HOVERABLE | Has Winner: false | Answer: Leather
Race Starting: PLACE | Material: DIRT | Amount: 16
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival
Game Ending: TRIVIA | Has Winner: false | Answer: •Survival
Race Starting: HUNT | Entity: SKELETON | Amount: 5
Game Starting: HOVERABLE | Has Answer: true | Answer: Tadpole
Game Ending: HOVERABLE | Has Winner: false | Answer: Tadpole
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Axolotl
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Axolotl
Game Starting: CLICKABLE | Has Answer: true | Answer: xhdg45ihsRbr
Game Ending: CLICKABLE | Has Winner: false | Answer: xhdg45ihsRbr
Race Starting: MINE | Material: GRASS_BLOCK | Amount: 16
Race Starting: EAT | Material: BREAD | Amount: 1
Race Starting: PLACE | Material: DIRT | Amount: 32
Race Starting: EAT | Material: BREAD | Amount: 1
Race Starting: FISH | Material: PUFFERFISH | Amount: 3
Race Starting: CRAFT | Material: CHEST | Amount: 2
Game Starting: CLICKABLE | Has Answer: true | Answer: xAMQlsdJ5KMg
Game Ending: CLICKABLE | Has Winner: false | Answer: xAMQlsdJ5KMg
Game Starting: CLICKABLE | Has Answer: true | Answer: WlytKRBb2n1x
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 1
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 1
Race Starting: MINE | Material: NETHERRACK | Amount: 16
Game Starting: CLICKABLE | Has Answer: true | Answer: BmahF8fv3CLo
Game Ending: CLICKABLE | Has Winner: false | Answer: BmahF8fv3CLo
Game Starting: UNREVERSE | Has Answer: true | Answer: Zombie
Game Ending: UNREVERSE | Has Winner: false | Answer: Zombie
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 2
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 2
Game Starting: FILLOUT | Has Answer: true | Answer: Saddle
Game Ending: FILLOUT | Has Winner: false | Answer: Saddle
Race Starting: FISH | Material: BOWL | Amount: 1
Game Starting: RANDOM | Has Answer: true | Answer: dJ50oJdZ
Game Ending: RANDOM | Has Winner: true | Winners: ItzDavidVZLA_(Time: 7.76s) | Answer: dJ50oJdZ
Game Starting: MATH | Has Answer: true | Answer: 8536
Game Ending: MATH | Has Winner: false | Answer: 8536
Game Starting: CLICKABLE | Has Answer: true | Answer: kNIY6ybDVl8g
Game Ending: CLICKABLE | Has Winner: false | Answer: kNIY6ybDVl8g
Race Starting: PLACE | Material: NETHERRACK | Amount: 16
Game Starting: FILLOUT | Has Answer: true | Answer: Gunpowder
Game Ending: FILLOUT | Has Winner: false | Answer: Gunpowder
Race Starting: EAT | Material: GOLDEN_APPLE | Amount: 1
Game Starting: FILLOUT | Has Answer: true | Answer: Lapis
Game Ending: FILLOUT | Has Winner: false | Answer: Lapis
Game Starting: HOVERABLE | Has Answer: true | Answer: Honeycomb
Game Ending: HOVERABLE | Has Winner: false | Answer: Honeycomb
Game Starting: REACTION | Has Answer: true | Answer: Lapis
Game Ending: REACTION | Has Winner: false | Answer: Lapis
Game Starting: UNREVERSE | Has Answer: true | Answer: Chest
Game Ending: UNREVERSE | Has Winner: false | Answer: Chest
Game Starting: TRIVIA | Has Answer: true | Answer: •Axolotl
Game Ending: TRIVIA | Has Winner: false | Answer: •Axolotl
Game Starting: RANDOM | Has Answer: true | Answer: HweLjLqf
Game Ending: RANDOM | Has Winner: false | Answer: HweLjLqf
Game Starting: RANDOM | Has Answer: true | Answer: HcgVMqL
Game Ending: RANDOM | Has Winner: false | Answer: HcgVMqL
Race Starting: MINE | Material: STONE | Amount: 32
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Furnace
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Furnace
Game Starting: RANDOM | Has Answer: true | Answer: 3kRWE9En
Game Ending: RANDOM | Has Winner: false | Answer: 3kRWE9En
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 5
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 5
Game Starting: VARIABLE | Has Answer: true | Answer: 58
Game Ending: VARIABLE | Has Winner: false | Answer: 58
Race Starting: HUNT | Entity: SKELETON | Amount: 3
Race Starting: HUNT | Entity: PIG | Amount: 5
Race Starting: HUNT | Entity: SHEEP | Amount: 5
Race Starting: HUNT | Entity: COW | Amount: 5
Race Starting: HUNT | Entity: CHICKEN | Amount: 3
Race Starting: HUNT | Entity: SHEEP | Amount: 5
Race Starting: HUNT | Entity: SHEEP | Amount: 3
Race Starting: HUNT | Entity: SALMON | Amount: 5
Game Starting: VARIABLE | Has Answer: true | Answer: -66
Game Starting: VARIABLE | Has Answer: true | Answer: -30
Game Starting: VARIABLE | Has Answer: true | Answer: 17
Game Starting: VARIABLE | Has Answer: true | Answer: -83
Game Starting: VARIABLE | Has Answer: true | Answer: -88
Game Starting: VARIABLE | Has Answer: true | Answer: -96
Game Starting: VARIABLE | Has Answer: true | Answer: 3
Game Ending: VARIABLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 12.09s) | Answer: 3
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 4
Race Starting: HUNT | Entity: SPIDER | Amount: 3
Game Starting: FILLOUT | Has Answer: true | Answer: Clock
Game Ending: FILLOUT | Has Winner: false | Answer: Clock
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Campfire
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Campfire
Game Starting: HOVERABLE | Has Answer: true | Answer: Dispenser
Game Ending: HOVERABLE | Has Winner: false | Answer: Dispenser
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Button
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Button
Game Starting: FILLOUT | Has Answer: true | Answer: Beacon
Game Ending: FILLOUT | Has Winner: false | Answer: Beacon
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 6
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 6
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Ribbon, Poinsettia, Jingle Bells
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Ribbon, Poinsettia, Jingle Bells
Game Starting: SHOPPINGLIST | Has Answer: true | Answer: Jingle Bells, Candy Cane, Snowman
Game Ending: SHOPPINGLIST | Has Winner: false | Answer: Jingle Bells, Candy Cane, Snowman
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Beehive
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 16.1s) | Answer: Beehive
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Honeycomb
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Sculk
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 12.88s) | Answer: Sculk
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Creeper
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Creeper
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Quartz
Game Ending: UNSCRAMBLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 22.97s) | Answer: Quartz
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Shulker
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Shulker
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Minecart
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Minecart
Game Starting: UNREVERSE | Has Answer: true | Answer: Lantern
Game Ending: UNREVERSE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 8.03s) | Answer: Lantern
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 9
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 9
Game Starting: FILLOUT | Has Answer: true | Answer: Note Block
Game Ending: FILLOUT | Has Winner: false | Answer: Note Block
Game Starting: UNREVERSE | Has Answer: true | Answer: End
Game Ending: UNREVERSE | Has Winner: false | Answer: End
Game Starting: CLICKABLE | Has Answer: true | Answer: QSugYOgxnKs4
Game Ending: CLICKABLE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 16.07s) | Answer: QSugYOgxnKs4
Race Starting: HUNT | Entity: CREEPER | Amount: 3
Race Starting: HUNT | Entity: SPIDER | Amount: 5
Game Starting: FILLOUT | Has Answer: true | Answer: Trident
Game Ending: FILLOUT | Has Winner: false | Answer: Trident
Race Starting: FURNACE | Material: IRON_INGOT | Amount: 9
Race Starting: HUNT | Entity: SKELETON | Amount: 5
Race Ending: HUNT | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 23.06s) | Entity: SKELETON | Amount: 5
Race Starting: HUNT | Entity: SALMON | Amount: 3
Race Starting: HUNT | Entity: ZOMBIE | Amount: 5
Race Starting: HUNT | Entity: CREEPER | Amount: 5
Race Starting: HUNT | Entity: CREEPER | Amount: 5
Race Starting: HUNT | Entity: SPIDER | Amount: 3
Race Starting: HUNT | Entity: ZOMBIE | Amount: 5
Race Starting: HUNT | Entity: SKELETON | Amount: 5
Race Ending: HUNT | Has Winner: Yes | Winners: ItzDavidVZLA_(Time: 16.04s) | Entity: SKELETON | Amount: 5
Race Starting: HUNT | Entity: CREEPER | Amount: 3
Race Starting: HUNT | Entity: PIG | Amount: 3
Race Starting: HUNT | Entity: COW | Amount: 5
Race Starting: HUNT | Entity: CREEPER | Amount: 3
Race Starting: HUNT | Entity: SHEEP | Amount: 3
Race Starting: HUNT | Entity: CREEPER | Amount: 3
Race Starting: HUNT | Entity: COW | Amount: 5
Race Starting: HUNT | Entity: CHICKEN | Amount: 3
Race Starting: HUNT | Entity: SPIDER | Amount: 5
Race Starting: HUNT | Entity: SHEEP | Amount: 5
